COMPOSITION,A_SITE_1,A_SITE_2,A_SITE_3,B_SITE_1,B_SITE_2,B_SITE_3,X_SITE,NUM_ELEMS,ENERGY_ABOVE_HULL,FORMATION_ENERGY
La8Cr1Fe7O24,La,,,Cr,Fe,,O,4,0,-2.21407383046
La8Cr1Ga7O24,La,,,Cr,Ga,,O,4,1.747132,-2.36453852358
La8Cr1Ni7O24,La,,,Cr,Ni,,O,4,114.247314439,-1.64361559846
La8Cr2Co6O24,La,,,Cr,Co,,O,4,60.1231125539,-1.94057021546
La8Cr2Fe6O24,La,,,Cr,Fe,,O,4,19.901478625,-2.19666567771
La8Cr2Ga6O24,La,,,Cr,Ga,,O,4,0,-2.37471387896
La8Cr2Ni6O24,La,,,Cr,Ni,,O,4,95.7636771618,-1.75476437171
La8Cr4Co4O24,La,,,Cr,Co,,O,4,0,-2.14055073071
La8Cr4Fe4O24,La,,,Cr,Fe,,O,4,0,-2.31950062221
La8Cr4Ni4O24,La,,,Cr,Ni,,O,4,0,-2.05054966821
La8Cr6Co2O24,La,,,Cr,Co,,O,4,0,-2.28417149596
La8Cr6Fe2O24,La,,,Cr,Fe,,O,4,0,-2.37553006671
La8Cr6Ni2O24,La,,,Cr,Ni,,O,4,0,-2.22246746471
La8Cr7Co1O24,La,,,Cr,Co,,O,4,0,-2.35960987858
La8Cr7Fe1O24,La,,,Cr,Fe,,O,4,0,-2.40366641396
La8Cr7Ni1O24,La,,,Cr,Ni,,O,4,0,-2.33520798796
La8Cr8O24,La,,,Cr,,,O,3,0,-2.43108551121
La8Fe1Co7O24,La,,,Fe,Co,,O,4,40.9146349171,-1.86048248558
La8Fe1Ni7O24,La,,,Fe,Ni,,O,4,115.200293626,-1.61100400121
La8Fe2Co6O24,La,,,Fe,Co,,O,4,39.3315709289,-1.89804452096
La8Fe2Ni6O24,La,,,Fe,Ni,,O,4,102.514385537,-1.68469642721
La8Fe4Co4O24,La,,,Fe,Co,,O,4,1.92094295262,-2.00741309171
La8Fe4Ni4O24,La,,,Fe,Ni,,O,4,0,-1.91143377921
La8Fe6Co2O24,La,,,Fe,Co,,O,4,0,-2.10653941246
La8Fe6Ni2O24,La,,,Fe,Ni,,O,4,0,-2.04828263121
La8Fe7Co1O24,La,,,Fe,Co,,O,4,0,-2.14208994783
La8Fe7Ni1O24,La,,,Fe,Ni,,O,4,0,-2.11769180721
La8Fe8O24,La,,,Fe,,,O,3,0,-2.17890123321
La8Ga4Co4O24,La,,,Ga,Co,,O,4,26.3184750776,-2.10801380921
La8Ga4Fe4O24,La,,,Ga,Fe,,O,4,0,-2.27633595071
La8Ga4Ni4O24,La,,,Ga,Ni,,O,4,67.0851014829,-1.96713699671
La8Ga6Co2O24,La,,,Ga,Co,,O,4,16.5750555745,-2.23086011371
La8Ga6Fe2O24,La,,,Ga,Fe,,O,4,0,-2.31593543446
La8Ga6Ni2O24,La,,,Ga,Ni,,O,4,40.6187326789,-2.16000908246
La8Ga7Co1O24,La,,,Ga,Co,,O,4,11.847970823,-2.29213864096
La8Ga7Fe1O24,La,,,Ga,Fe,,O,4,0,-2.33547317633
La8Ga7Ni1O24,La,,,Ga,Ni,,O,4,25.1748038261,-2.25703200033
La8Ga8O24,La,,,Ga,,,O,3,6.37138607143,-2.35416666821
La8Mg1Co7O24,La,,,Mg,Co,,O,4,0,-2.26815733846
La8Mg1Cr7O24,La,,,Mg,Cr,,O,4,0,-2.82836801683
La8Mg1Fe7O24,La,,,Mg,Fe,,O,4,0,-2.62508583608
La8Mg1Ga7O24,La,,,Mg,Ga,,O,4,34.9408400761,-2.35487452921
La8Mg1Mn7O24,La,,,Mg,Mn,,O,4,0,-2.59697816132
La8Mg1Ni7O24,La,,,Mg,Ni,,O,4,0,-2.22231210408
La8Mg1Sc7O24,La,,,Mg,Sc,,O,4,5.05625633946,-3.09574308033
La8Mg1Ti7O24,La,,,Mg,Ti,,O,4,25.722252,-2.87116594925
La8Mg1V7O24,La,,,Mg,V,,O,4,0,-2.87646540033
La8Mg2Co6O24,La,,,Mg,Co,,O,4,0,-2.31044647671
La8Mg2Cr6O24,La,,,Mg,Cr,,O,4,0,-2.81168427246
La8Mg2Fe6O24,La,,,Mg,Fe,,O,4,0,-2.62636318896
La8Mg2Ga6O24,La,,,Mg,Ga,,O,4,60.3605981789,-2.35469414021
La8Mg2Mn6O24,La,,,Mg,Mn,,O,4,0,-2.62565353916
La8Mg2Ni6O24,La,,,Mg,Ni,,O,4,0,-2.26558613296
La8Mg2Sc6O24,La,,,Mg,Sc,,O,4,34.3690176789,-2.98342250546
La8Mg2Ti6O24,La,,,Mg,Ti,,O,4,24.13350925,-2.88243578596
La8Mg2V6O24,La,,,Mg,V,,O,4,0,-2.86261306546
La8Mg4Co4O24,La,,,Mg,Co,,O,4,0,-2.38543975321
La8Mg4Cr4O24,La,,,Mg,Cr,,O,4,0,-2.76816578371
La8Mg4Fe4O24,La,,,Mg,Fe,,O,4,0,-2.63248014471
La8Mg4Ga4O24,La,,,Mg,Ga,,O,4,108.224668483,-2.35327086221
La8Mg4Mn4O24,La,,,Mg,Mn,,O,4,0,-2.65769404484
La8Mg4Ni4O24,La,,,Mg,Ni,,O,4,0,-2.34905744071
La8Mg4Sc4O24,La,,,Mg,Sc,,O,4,89.9135403579,-2.76186235571
La8Mg4Ti4O24,La,,,Mg,Ti,,O,4,22.18427375,-2.90374720937
La8Mg4V4O24,La,,,Mg,V,,O,4,0,-2.83605989571
La8Mn1Co7O24,La,,,Mn,Co,,O,4,27.9926398279,-1.89159846062
La8Mn1Cr7O24,La,,,Mn,Cr,,O,4,0,-2.40338113899
La8Mn1Fe7O24,La,,,Mn,Fe,,O,4,0,-2.18501020824
La8Mn1Ga7O24,La,,,Mn,Ga,,O,4,33.436112274,-2.31179115137
La8Mn1Ni7O24,La,,,Mn,Ni,,O,4,100.457044713,-1.63634747624
La8Mn1V7O24,La,,,Mn,V,,O,4,86.889654024,-2.38483702249
La8Mn2Co6O24,La,,,Mn,Co,,O,4,29.9490807506,-1.94381497102
La8Mn2Cr6O24,La,,,Mn,Cr,,O,4,0,-2.37724251677
La8Mn2Fe6O24,La,,,Mn,Fe,,O,4,27.030439173,-2.14741993327
La8Mn2Ga6O24,La,,,Mn,Ga,,O,4,7.74558847657,-2.32217088452
La8Mn2Ni6O24,La,,,Mn,Ni,,O,4,69.2693877098,-1.73914187727
La8Mn2V6O24,La,,,Mn,V,,O,4,36.179510048,-2.40792780977
La8Mn4Co4O24,La,,,Mn,Co,,O,4,26.702212596,-2.05540774184
La8Mn4Cr4O24,La,,,Mn,Cr,,O,4,0,-2.33142677234
La8Mn4Fe4O24,La,,,Mn,Fe,,O,4,0,-2.21386938334
La8Mn4Ga4O24,La,,,Mn,Ga,,O,4,0,-2.39352985084
La8Mn4Ni4O24,La,,,Mn,Ni,,O,4,0.442073703859,-1.95118267934
La8Mn4V4O24,La,,,Mn,V,,O,4,73.395222096,-2.31547338434
La8Mn6Co2O24,La,,,Mn,Co,,O,4,48.994329144,-2.11108651266
La8Mn6Cr2O24,La,,,Mn,Cr,,O,4,49.847735144,-2.23032077791
La8Mn6Fe2O24,La,,,Mn,Fe,,O,4,43.995693519,-2.17285558341
La8Mn6Ni2O24,La,,,Mn,Ni,,O,4,19.2047596979,-2.07563348141
La8Mn7Co1O24,La,,,Mn,Co,,O,4,36.507512418,-2.16255877307
La8Mn7Cr1O24,La,,,Mn,Cr,,O,4,43.125215418,-2.2159849057
La8Mn7Fe1O24,La,,,Mn,Fe,,O,4,40.2646946055,-2.18718680845
La8Mn7Ni1O24,La,,,Mn,Ni,,O,4,31.343352695,-2.13510163245
La8Mn8O24,La,,,Mn,,,O,3,39.226445692,-2.19882528348
La8Ni8O24,La,,,Ni,,,O,3,128.935951716,-1.53626182521
La8Sc4Co4O24,La,,,Sc,Co,,O,4,0,-2.52517855271
La8Sc4Cr4O24,La,,,Sc,Cr,,O,4,0,-2.82254258321
La8Sc4Fe4O24,La,,,Sc,Fe,,O,4,0,-2.69906019421
La8Sc4Mn4O24,La,,,Sc,Mn,,O,4,0,-2.71860834434
La8Sc4Ni4O24,La,,,Sc,Ni,,O,4,44.4184733579,-2.38008399021
La8Sc6Co2O24,La,,,Sc,Co,,O,4,0,-2.86378072896
La8Sc6Cr2O24,La,,,Sc,Cr,,O,4,0,-3.01270449421
La8Sc6Fe2O24,La,,,Sc,Fe,,O,4,0,-2.95251629971
La8Sc6Mn2O24,La,,,Sc,Mn,,O,4,0,-2.95858899977
La8Sc6Ni2O24,La,,,Sc,Ni,,O,4,16.2043591789,-2.78795044771
La8Sc7Co1O24,La,,,Sc,Co,,O,4,0,-3.03570369208
La8Sc7Cr1O24,La,,,Sc,Cr,,O,4,0,-3.10994607471
La8Sc7Fe1O24,La,,,Sc,Fe,,O,4,0,-3.08037297746
La8Sc7Mn1O24,La,,,Sc,Mn,,O,4,9.5235200865,-3.05606420249
La8Sc7Ni1O24,La,,,Sc,Ni,,O,4,0,-2.99882655146
La8Sc8O24,La,,,Sc,,,O,3,0,-3.20848640521
La8Ti4Co4O24,La,,,Ti,Co,,O,4,23.94141725,-2.55387615637
La8Ti4Cr4O24,La,,,Ti,Cr,,O,4,62.9442200833,-2.64176743687
La8Ti4Fe4O24,La,,,Ti,Fe,,O,4,28.81237225,-2.61675454787
La8Ti4Mn4O24,La,,,Ti,Mn,,O,4,37.348833846,-2.67454169801
La8Ti4Ni4O24,La,,,Ti,Ni,,O,4,39.83120675,-2.45882684387
La8Ti6Co2O24,La,,,Ti,Co,,O,4,141.470543625,-2.71233750946
La8Ti6Cr2O24,La,,,Ti,Cr,,O,4,117.125778375,-2.73668227471
La8Ti6Fe2O24,La,,,Ti,Fe,,O,4,118.542972875,-2.73526508021
La8Ti6Mn2O24,La,,,Ti,Mn,,O,4,95.520522806,-2.75828753027
La8Ti6Ni2O24,La,,,Ti,Ni,,O,4,208.989074875,-2.64481897821
La8Ti7Co1O24,La,,,Ti,Co,,O,4,88.3802996944,-2.786781561
La8Ti7Cr1O24,La,,,Ti,Cr,,O,4,74.7468692031,-2.79675319362
La8Ti7Fe1O24,La,,,Ti,Fe,,O,4,79.2325764722,-2.79641584637
La8Ti7Mn1O24,La,,,Ti,Mn,,O,4,65.3557068672,-2.80846057141
La8Ti7Ni1O24,La,,,Ti,Ni,,O,4,122.038739417,-2.76036667037
La8Ti8O24,La,,,Ti,,,O,3,30.17024475,-2.85703686254
La8V4Co4O24,La,,,V,Co,,O,4,31.378064,-2.23330284271
La8V4Cr4O24,La,,,V,Cr,,O,4,49.15732575,-2.40377512321
La8V4Fe4O24,La,,,V,Fe,,O,4,28.2257425,-2.29807223421
La8V4Ni4O24,La,,,V,Ni,,O,4,104.542615,-2.12055853021
La8V6Co2O24,La,,,V,Co,,O,4,61.213702625,-2.32975628896
La8V6Cr2O24,La,,,V,Cr,,O,4,48.571186875,-2.42756805421
La8V6Fe2O24,La,,,V,Fe,,O,4,35.15839525,-2.37766360971
La8V6Ni2O24,La,,,V,Ni,,O,4,117.714483875,-2.27325550771
La8V7Co1O24,La,,,V,Co,,O,4,57.4995003125,-2.38765851208
La8V7Cr1O24,La,,,V,Cr,,O,4,36.6852424375,-2.45105739471
La8V7Fe1O24,La,,,V,Fe,,O,4,35.123221625,-2.42096079746
La8V7Ni1O24,La,,,V,Ni,,O,4,73.0016409375,-2.37215637146
La8V8O24,La,,,V,,,O,3,36.257048,-2.46308898521
Mg8Fe8O24,Mg,,,Fe,,,O,3,636.339324716,-0.898799178706
Nd2Y6Co8O24,Nd,Y,,Co,,,O,4,54.1514922177,-1.83354760596
Nd2Y6Cr8O24,Nd,Y,,Cr,,,O,4,26.35395975,-2.37219166696
Nd2Y6Fe8O24,Nd,Y,,Fe,,,O,4,31.763370625,-2.10875013896
Nd2Y6Ga8O24,Nd,Y,,Ga,,,O,4,76.8437187083,-2.29469032396
Nd2Y6Mn8O24,Nd,Y,,Mn,,,O,4,43.821956692,-2.20137168923
Nd2Y6Ni8O24,Nd,Y,,Ni,,,O,4,82.6202450282,-1.60485848096
Nd2Y6Sc8O24,Nd,Y,,Sc,,,O,4,31.5042600312,-3.14984331096
Nd2Y6Ti8O24,Nd,Y,,Ti,,,O,4,45.062381625,-2.82901351829
Nd2Y6V8O24,Nd,Y,,V,,,O,4,0,-2.50350664096
Nd4Y4Co8O24,Nd,Y,,Co,,,O,4,45.4043655302,-1.81887481321
Nd4Y4Cr8O24,Nd,Y,,Cr,,,O,4,33.885364,-2.35093262421
Nd4Y4Fe8O24,Nd,Y,,Fe,,,O,4,38.65176325,-2.08929184621
Nd4Y4Ga8O24,Nd,Y,,Ga,,,O,4,79.0798034167,-2.27477453121
Nd4Y4Mn8O24,Nd,Y,,Mn,,,O,4,45.0377785253,-2.18227164648
Nd4Y4Ni8O24,Nd,Y,,Ni,,,O,4,73.3023683407,-1.59075643821
Nd4Y4Sc8O24,Nd,Y,,Sc,,,O,4,30.7458096875,-3.13293251821
Nd4Y4Ti8O24,Nd,Y,,Ti,,,O,4,46.69821725,-2.81244172554
Nd4Y4V8O24,Nd,Y,,V,,,O,4,0,-2.48965909821
Nd8Fe8O24,Nd,,,Fe,,,O,3,209.8692985,-1.89293451071
Pr4Ba4Co4Ni4O24,Pr,Ba,,Co,Ni,,O,5,169.625113013,-1.27568910821
Pr4Ba4Co6Ni2O24,Pr,Ba,,Co,Ni,,O,5,163.79917481,-1.33157013946
Pr4Ba4Co7Ni1O24,Pr,Ba,,Co,Ni,,O,5,139.013580709,-1.38138328008
Pr4Ba4Fe1Co7O24,Pr,Ba,,Fe,Co,,O,5,131.761462182,-1.45018520608
Pr4Ba4Fe1Ni7O24,Pr,Ba,,Fe,Ni,,O,5,221.055903582,-1.14056797171
Pr4Ba4Fe2Co6O24,Pr,Ba,,Fe,Co,,O,5,130.347187757,-1.48812174146
Pr4Ba4Fe2Ni6O24,Pr,Ba,,Fe,Ni,,O,5,204.046571341,-1.22380139771
Pr4Ba4Mn1Co7O24,Pr,Ba,,Mn,Co,,O,5,124.477908026,-1.47089693112
Pr4Ba4Mn1Ni7O24,Pr,Ba,,Mn,Ni,,O,5,227.87867171,-1.15715344674
Pr4Ba4Mn2Co6O24,Pr,Ba,,Mn,Co,,O,5,122.772579444,-1.52255269152
Pr4Ba4Mn2Fe6O24,Pr,Ba,,Mn,Fe,,O,5,857.231665308,-0.989713403775
Pr4Ba4Mn2Ni6O24,Pr,Ba,,Mn,Ni,,O,5,232.699818764,-1.24431984777
Pr4Ba4Mn4Co4O24,Pr,Ba,,Mn,Co,,O,5,100.207954132,-1.64381621234
Pr4Ba4Mn4Ni4O24,Pr,Ba,,Mn,Ni,,O,5,169.573330537,-1.47434064984
Pr4Ba4Mn6Co2O24,Pr,Ba,,Mn,Co,,O,5,122.677656829,-1.71642398316
Pr4Ba4Mn6Fe2O24,Pr,Ba,,Mn,Fe,,O,5,101.768107977,-1.81037805391
Pr4Ba4Mn6Ni2O24,Pr,Ba,,Mn,Ni,,O,5,135.390845031,-1.65365570191
Pr4Ba4Mn7Co1O24,Pr,Ba,,Mn,Co,,O,5,100.864883177,-1.78577549357
Pr4Ba4Mn7Fe1O24,Pr,Ba,,Mn,Fe,,O,5,106.220358751,-1.81694227895
Pr4Ba4Mn7Ni1O24,Pr,Ba,,Mn,Ni,,O,5,121.428977278,-1.74018385295
Pr4Ba4Ni4Co4O24,Pr,Ba,,Ni,Co,,O,5,191.512363013,-1.25380185821
Pr4Ba4Ni6Co2O24,Pr,Ba,,Ni,Co,,O,5,262.896301216,-1.13236282696
Pr4Ba4Ni7Co1O24,Pr,Ba,,Ni,Co,,O,5,250.57926852,-1.09475018633
Pr4Ca4Co4Ni4O24,Pr,Ca,,Co,Ni,,O,5,184.516538918,-1.30187138721
Pr4Ca4Co6Ni2O24,Pr,Ca,,Co,Ni,,O,5,161.293350716,-1.37514966846
Pr4Ca4Co7Ni1O24,Pr,Ca,,Co,Ni,,O,5,135.164756614,-1.42630580908
Pr4Ca4Fe1Co7O24,Pr,Ca,,Fe,Co,,O,5,59.8511380874,-1.56316923508
Pr4Ca4Fe1Ni7O24,Pr,Ca,,Fe,Ni,,O,5,258.640046797,-1.18918750071
Pr4Ca4Fe2Co6O24,Pr,Ca,,Fe,Co,,O,5,129.319113662,-1.53022352046
Pr4Ca4Fe2Ni6O24,Pr,Ca,,Fe,Ni,,O,5,238.98817827,-1.27038917671
Pr4Ca4Mn1Co7O24,Pr,Ca,,Mn,Co,,O,5,70.822087223,-1.56339271012
Pr4Ca4Mn1Ni7O24,Pr,Ca,,Mn,Ni,,O,5,252.611495932,-1.20641047574
Pr4Ca4Mn2Co6O24,Pr,Ca,,Mn,Co,,O,5,96.9915119328,-1.58493997052
Pr4Ca4Mn2Ni6O24,Pr,Ca,,Mn,Ni,,O,5,223.307826541,-1.30845837677
Pr4Ca4Mn4Co4O24,Pr,Ca,,Mn,Co,,O,5,88.4773613525,-1.68888749134
Pr4Ca4Mn4Ni4O24,Pr,Ca,,Mn,Ni,,O,5,160.233987758,-1.51702067884
Pr4Ca4Mn6Co2O24,Pr,Ca,,Mn,Co,,O,5,98.3944607723,-1.77440376216
Pr4Ca4Mn6Fe2O24,Pr,Ca,,Mn,Fe,,O,5,95.4547320607,-1.84956208291
Pr4Ca4Mn6Ni2O24,Pr,Ca,,Mn,Ni,,O,5,121.127398975,-1.70161573091
Pr4Ca4Mn7Co1O24,Pr,Ca,,Mn,Co,,O,5,103.456135482,-1.81705877257
Pr4Ca4Mn7Fe1O24,Pr,Ca,,Mn,Fe,,O,5,100.763646126,-1.85586055795
Pr4Ca4Mn7Ni1O24,Pr,Ca,,Mn,Ni,,O,5,108.425979583,-1.78706138195
Pr4Ca4Ni4Co4O24,Pr,Ca,,Ni,Co,,O,5,186.717788918,-1.29967013721
Pr4Ca4Ni6Co2O24,Pr,Ca,,Ni,Co,,O,5,245.488977121,-1.19084385596
Pr4Ca4Ni7Co1O24,Pr,Ca,,Ni,Co,,O,5,259.216571222,-1.15208871533
Pr4Dy4Co8O24,Pr,Dy,,Co,,,O,4,50.8392286552,-1.81274264271
Pr4Dy4Cr8O24,Pr,Dy,,Cr,,,O,4,9.106651,-2.34274745371
Pr4Dy4Fe8O24,Pr,Dy,,Fe,,,O,4,51.31971375,-2.08183792571
Pr4Dy4Ga8O24,Pr,Dy,,Ga,,,O,4,90.00434745,-2.26411211071
Pr4Dy4Mn8O24,Pr,Dy,,Mn,,,O,4,56.733026192,-2.17513797598
Pr4Dy4Ni8O24,Pr,Dy,,Ni,,,O,4,150.562981466,-1.51279851771
Pr4Dy4Sc8O24,Pr,Dy,,Sc,,,O,4,43.1287284375,-3.12307584771
Pr4Dy4Ti8O24,Pr,Dy,,Ti,,,O,4,95.226843375,-2.75434380504
Pr4Dy4V8O24,Pr,Dy,,V,,,O,4,6.8901275625,-2.43218867771
Pr4Gd4Co8O24,Pr,Gd,,Co,,,O,4,0,-2.01836043621
Pr4Gd4Cr8O24,Pr,Gd,,Cr,,,O,4,0,-2.74493749721
Pr4Gd4Fe8O24,Pr,Gd,,Fe,,,O,4,0,-2.49758171921
Pr4Gd4Ga8O24,Pr,Gd,,Ga,,,O,4,78.3502295312,-2.24485215421
Pr4Gd4Mn8O24,Pr,Gd,,Mn,,,O,4,0,-2.53113326948
Pr4Gd4Ni8O24,Pr,Gd,,Ni,,,O,4,0,-2.13329506121
Pr4Gd4Sc8O24,Pr,Gd,,Sc,,,O,4,26.50926775,-3.10886814121
Pr4Gd4Ti8O24,Pr,Gd,,Ti,,,O,4,55.0100621875,-2.76538609854
Pr4Gd4V8O24,Pr,Gd,,V,,,O,4,0,-2.80241622121
Pr4Ho4Co8O24,Pr,Ho,,Co,,,O,4,57.3822137802,-1.81166978471
Pr4Ho4Cr8O24,Pr,Ho,,Cr,,,O,4,10.51108275,-2.34413359571
Pr4Ho4Fe8O24,Pr,Ho,,Fe,,,O,4,52.52667425,-2.08311331771
Pr4Ho4Ga8O24,Pr,Ho,,Ga,,,O,4,91.3811395875,-2.26533475271
Pr4Ho4Mn8O24,Pr,Ho,,Mn,,,O,4,60.862885192,-2.17606811798
Pr4Ho4Ni8O24,Pr,Ho,,Ni,,,O,4,154.697466591,-1.51413415971
Pr4Ho4Sc8O24,Pr,Ho,,Sc,,,O,4,49.581503375,-3.12388773971
Pr4Ho4Ti8O24,Pr,Ho,,Ti,,,O,4,103.2663285,-2.75177444704
Pr4Ho4V8O24,Pr,Ho,,V,,,O,4,7.0559253125,-2.43422531971
Pr4Nd4Co8O24,Pr,Nd,,Co,,,O,4,25.3031122802,-1.78062287321
Pr4Nd4Cr8O24,Pr,Nd,,Cr,,,O,4,1.40097275,-2.30914968421
Pr4Nd4Fe8O24,Pr,Nd,,Fe,,,O,4,44.92360775,-2.04977365621
Pr4Nd4Ga8O24,Pr,Nd,,Ga,,,O,4,74.5637353438,-2.23212159121
Pr4Nd4Mn8O24,Pr,Nd,,Mn,,,O,4,39.693297692,-2.14343845648
Pr4Nd4Ni8O24,Pr,Nd,,Ni,,,O,4,124.729865091,-1.48097574821
Pr4Nd4Sc8O24,Pr,Nd,,Sc,,,O,4,25.08521475,-3.09496482821
Pr4Nd4Ti8O24,Pr,Nd,,Ti,,,O,4,54.8277306875,-2.75076103554
Pr4Nd4V8O24,Pr,Nd,,V,,,O,4,23.2118070625,-2.37551040821
Pr4Sm4Co8O24,Pr,Sm,,Co,,,O,4,35.0768895927,-1.79086159271
Pr4Sm4Cr8O24,Pr,Sm,,Cr,,,O,4,0,-2.32020265371
Pr4Sm4Fe8O24,Pr,Sm,,Fe,,,O,4,48.18377975,-2.06014687571
Pr4Sm4Ga8O24,Pr,Sm,,Ga,,,O,4,82.9266298333,-2.24249856071
Pr4Sm4Mn8O24,Pr,Sm,,Mn,,,O,4,42.815880442,-2.15409917598
Pr4Sm4Ni8O24,Pr,Sm,,Ni,,,O,4,134.671642403,-1.49104646771
Pr4Sm4Sc8O24,Pr,Sm,,Sc,,,O,4,28.58352225,-3.10387179771
Pr4Sm4Ti8O24,Pr,Sm,,Ti,,,O,4,70.1397815625,-2.75097700504
Pr4Sm4V8O24,Pr,Sm,,V,,,O,4,9.3649023125,-2.37857487771
Pr4Sr4Co4Ni4O24,Pr,Sr,,Co,Ni,,O,5,139.928044966,-1.31940122121
Pr4Sr4Co6Ni2O24,Pr,Sr,,Co,Ni,,O,5,118.314106763,-1.39107025246
Pr4Sr4Co7Ni1O24,Pr,Sr,,Co,Ni,,O,5,89.5472626618,-1.44486464308
Pr4Sr4Fe1Co7O24,Pr,Sr,,Fe,Co,,O,5,85.4936441348,-1.51046806908
Pr4Sr4Fe1Ni7O24,Pr,Sr,,Fe,Ni,,O,5,200.760492895,-1.20517108471
Pr4Sr4Fe2Co6O24,Pr,Sr,,Fe,Co,,O,5,84.9348697092,-1.54754910446
Pr4Sr4Fe2Ni6O24,Pr,Sr,,Fe,Ni,,O,5,183.572992466,-1.28792576071
Pr4Sr4Mn1Co7O24,Pr,Sr,,Mn,Co,,O,5,79.9859482049,-1.53219879412
Pr4Sr4Mn1Ni7O24,Pr,Sr,,Mn,Ni,,O,5,204.542100512,-1.22184405974
Pr4Sr4Mn2Co6O24,Pr,Sr,,Mn,Co,,O,5,65.6442278493,-1.59928580452
Pr4Sr4Mn4Co4O24,Pr,Sr,,Mn,Co,,O,5,54.158767202,-1.70733632534
Pr4Sr4Mn4Ni4O24,Pr,Sr,,Mn,Ni,,O,5,125.571143607,-1.53581376284
Pr4Sr4Mn6Co2O24,Pr,Sr,,Mn,Co,,O,5,64.5557198987,-1.79201684616
Pr4Sr4Mn6Fe2O24,Pr,Sr,,Mn,Fe,,O,5,56.852612394,-1.87180441691
Pr4Sr4Mn6Ni2O24,Pr,Sr,,Mn,Ni,,O,5,86.8301581013,-1.71968731491
Pr4Sr4Mn7Co1O24,Pr,Sr,,Mn,Co,,O,5,64.0241718081,-1.83968710657
Pr4Sr4Mn7Fe1O24,Pr,Sr,,Mn,Fe,,O,5,61.576363168,-1.87809714195
Pr4Sr4Mn7Ni1O24,Pr,Sr,,Mn,Ni,,O,5,72.8852659094,-1.80579846595
Pr4Sr4Ni4Co4O24,Pr,Sr,,Ni,Co,,O,5,144.135044966,-1.31519422121
Pr4Sr4Ni6Co2O24,Pr,Sr,,Ni,Co,,O,5,184.420825037,-1.21710043996
Pr4Sr4Ni7Co1O24,Pr,Sr,,Ni,Co,,O,5,202.52553418,-1.16841729933
Pr6Dy2Co8O24,Pr,Dy,,Co,,,O,4,48.0411705302,-1.78095608071
Pr6Dy2Cr8O24,Pr,Dy,,Cr,,,O,4,0,-2.31858114171
Pr6Dy2Fe8O24,Pr,Dy,,Fe,,,O,4,51.238815375,-2.05863536371
Pr6Dy2Ga8O24,Pr,Dy,,Ga,,,O,4,75.4658120833,-2.24077754871
Pr6Dy2Mn8O24,Pr,Dy,,Mn,,,O,4,50.708099692,-2.15258866398
Pr6Dy2Ni8O24,Pr,Dy,,Ni,,,O,4,138.758173341,-1.49001870571
Pr6Dy2Sc8O24,Pr,Dy,,Sc,,,O,4,36.1816244687,-3.10280078571
Pr6Dy2Ti8O24,Pr,Dy,,Ti,,,O,4,66.761333125,-2.74897874304
Pr6Dy2V8O24,Pr,Dy,,V,,,O,4,0,-2.41042461571
Pr6Gd2Co8O24,Pr,Gd,,Co,,,O,4,0,-2.16538160246
Pr6Gd2Cr8O24,Pr,Gd,,Cr,,,O,4,0,-2.73594216346
Pr6Gd2Fe8O24,Pr,Gd,,Fe,,,O,4,0,-2.47900763546
Pr6Gd2Ga8O24,Pr,Gd,,Ga,,,O,4,67.7439449583,-2.23300882046
Pr6Gd2Mn8O24,Pr,Gd,,Mn,,,O,4,0,-2.52365343573
Pr6Gd2Ni8O24,Pr,Gd,,Ni,,,O,4,0,-2.12198572746
Pr6Gd2Sc8O24,Pr,Gd,,Sc,,,O,4,26.491269125,-3.09707755746
Pr6Gd2Ti8O24,Pr,Gd,,Ti,,,O,4,42.3440435938,-2.75843176479
Pr6Gd2V8O24,Pr,Gd,,V,,,O,4,0,-2.79225938746
Pr6Hf2Mn6Zn2O24,Pr,Zn,,Mn,Hf,,O,5,97.753715269,-2.12219659966
Pr6Hf2Zn2Co6O24,Pr,Zn,,Co,Hf,,O,5,113.270941671,-1.82879453721
Pr6Hf2Zn2Fe6O24,Pr,Zn,,Fe,Hf,,O,5,127.306710625,-2.02654474946
Pr6Hf2Zn2Ni6O24,Pr,Zn,,Ni,Hf,,O,5,181.755921787,-1.60279669346
Pr6Ho2Co8O24,Pr,Ho,,Co,,,O,4,47.4586630927,-1.78427365171
Pr6Ho2Cr8O24,Pr,Ho,,Cr,,,O,4,0,-2.31860671271
Pr6Ho2Fe8O24,Pr,Ho,,Fe,,,O,4,52.565170625,-2.05855018471
Pr6Ho2Ga8O24,Pr,Ho,,Ga,,,O,4,76.7577252083,-2.24062586971
Pr6Ho2Mn8O24,Pr,Ho,,Mn,,,O,4,53.390279192,-2.15243648498
Pr6Ho2Ni8O24,Pr,Ho,,Ni,,,O,4,141.471165903,-1.49004077671
Pr6Ho2Sc8O24,Pr,Ho,,Sc,,,O,4,40.0673869375,-3.10254735671
Pr6Ho2Ti8O24,Pr,Ho,,Ti,,,O,4,71.1848256875,-2.74729031404
Pr6Ho2V8O24,Pr,Ho,,V,,,O,4,0,-2.41043718671
Pr6Mn6Nb2Zn2O24,Pr,Zn,,Mn,Nb,,O,5,101.679243394,-2.02860098591
Pr6Mn8Zn2O24,Pr,Zn,,Mn,,,O,4,99.387515567,-1.81769032198
Pr6Nb2Zn2Co6O24,Pr,Zn,,Co,Nb,,O,5,149.58971125,-1.73397442346
