COMPOSITION,A_SITE_1,A_SITE_2,A_SITE_3,B_SITE_1,B_SITE_2,B_SITE_3,X_SITE,NUM_ELEMS,ENERGY_ABOVE_HULL,FORMATION_ENERGY
Ba6Ta2Zn2Fe6O24,Ba,Zn,,Fe,Ta,,O,5,182.129032917,-1.56346583521
Ba6Ta2Zn2Ni6O24,Ba,Zn,,Ni,Ta,,O,5,340.489474124,-1.06390527921
Ba6Ti2Mn6Zn2O24,Ba,Zn,,Mn,Ti,,O,5,209.634412781,-1.58982750725
Ba6Ti2Zn2Co6O24,Ba,Zn,,Co,Ti,,O,5,222.927320658,-1.31017594479
Ba6Ti2Zn2Fe6O24,Ba,Zn,,Fe,Ti,,O,5,241.537702912,-1.46894140704
Ba6Ti2Zn2Ni6O24,Ba,Zn,,Ni,Ti,,O,5,388.395179407,-0.970351601039
Ba6Zn2Co8O24,Ba,Zn,,Co,,,O,4,249.549443408,-0.922120841706
Ba6Zn2Fe8O24,Ba,Zn,,Fe,,,O,4,239.214774203,-1.14795387471
Ba6Zn2Ni8O24,Ba,Zn,,Ni,,,O,4,407.147186056,-0.488125466706
Ba6Zr2Mn6Zn2O24,Ba,Zn,,Mn,Zr,,O,5,201.402112781,-1.63500695091
Ba6Zr2Zn2Co6O24,Ba,Zn,,Co,Zr,,O,5,218.800570608,-1.34542763846
Ba6Zr2Zn2Fe6O24,Ba,Zn,,Fe,Zr,,O,5,296.501210281,-1.43175435071
Ba6Zr2Zn2Ni6O24,Ba,Zn,,Ni,Zr,,O,5,344.799275407,-1.02532729471
Ba7Bi1Fe8O24,Ba,Bi,,Fe,,,O,4,100.949224712,-1.35482018771
Ba7Bi1Zr7Fe1O24,Ba,Bi,,Zr,Fe,,O,5,0,-2.66021035371
Ba7Ca1Fe8O24,Ba,Ca,,Fe,,,O,4,97.8662705723,-1.42332780046
Ba7Cd1Fe8O24,Ba,Cd,,Fe,,,O,4,126.886312072,-1.29727375046
Ba7Cd1Hf1Zr6Fe1O24,Ba,Cd,,Zr,Fe,Hf,O,6,0,-2.67281304233
Ba7Cd1Zr7Fe1O24,Ba,Cd,,Zr,Fe,,O,5,22.478400277,-2.59357241646
Ba7Ce1Fe8O24,Ba,Ce,,Fe,,,O,4,87.3132966495,-1.53771198921
Ba7Dy1Fe8O24,Ba,Dy,,Fe,,,O,4,95.1442246079,-1.49532078621
Ba7Gd1Fe8O24,Ba,Gd,,Fe,,,O,4,83.920796936,-1.49883742208
Ba7Ho1Fe8O24,Ba,Ho,,Fe,,,O,4,99.0662208891,-1.49276632171
Ba7La1Fe4Co4O24,Ba,La,,Fe,Co,,O,5,111.442293772,-1.38183685514
Ba7La1Fe6Co2O24,Ba,La,,Fe,Co,,O,5,97.0462161943,-1.45192367589
Ba7La1Fe7Co1O24,Ba,La,,Fe,Co,,O,5,86.0496631495,-1.48042371127
Ba7La1Fe8O24,Ba,La,,Fe,,,O,4,66.0766101048,-1.51790024664
Ba7Mg1Fe8O24,Ba,Mg,,Fe,,,O,4,156.229729822,-1.35233092733
Ba7Mn8Zn1O24,Ba,Zn,,Mn,,,O,4,202.092457302,-1.41625941548
Ba7Nd1Fe8O24,Ba,Nd,,Fe,,,O,4,71.9005615423,-1.50577053133
Ba7Pr1Fe8O24,Ba,Pr,,Fe,,,O,4,68.6792013548,-1.50696525521
Ba7Sm1Fe8O24,Ba,Sm,,Fe,,,O,4,78.6712295423,-1.50240821121
Ba7Sn1Fe8O24,Ba,Sn,,Fe,,,O,4,185.404210656,-1.32078441746
Ba7Sn1Hf1Zr6Fe1O24,Ba,Sn,,Zr,Fe,Hf,O,6,0,-2.70042445933
Ba7Sn1Zr7Fe1O24,Ba,Sn,,Zr,Fe,,O,5,21.172087375,-2.63188158346
Ba7Sr1Fe8O24,Ba,Sr,,Fe,,,O,4,80.7377666536,-1.43292863396
Ba7Sr1Mn1Fe7O24,Ba,Sr,,Mn,Fe,,O,5,87.7843631349,-1.45204385899
Ba7Sr1Mn2Fe6O24,Ba,Sr,,Mn,Fe,,O,5,93.6717096162,-1.47231833402
Ba7Zn1Co8O24,Ba,Zn,,Co,,,O,4,177.283020385,-1.05687808221
Ba7Zn1Fe8O24,Ba,Zn,,Fe,,,O,4,150.371025947,-1.29453936521
Ba7Zn1Ni8O24,Ba,Zn,,Ni,,,O,4,325.497887744,-0.613376457206
Ba8Al1Fe7O24,Ba,,,Al,Fe,,O,4,113.135302229,-1.49584366571
Ba8Al2Fe6O24,Ba,,,Al,Fe,,O,4,136.316076767,-1.57898972571
Ba8Al4Fe4O24,Ba,,,Al,Fe,,O,4,175.379625843,-1.75257984571
Ba8Al6Fe2O24,Ba,,,Al,Fe,,O,4,201.81756512,-1.93692946571
Ba8Al8O24,Ba,,,Al,,,O,3,227.491284799,-2.11831108571
Ba8Co6Ni2O24,Ba,,,Co,Ni,,O,4,191.113049013,-1.05526804146
Ba8Co7Ni1O24,Ba,,,Co,Ni,,O,4,159.117704912,-1.11229093208
Ba8Co8O24,Ba,,,Co,,,O,3,124.54211081,-1.17189407271
Ba8Cr8O24,Ba,,,Cr,,,O,3,15.007828375,-1.80945513371
Ba8Cu8O24,Ba,,,Cu,,,O,3,274.349273966,-0.809151965706
Ba8Fe1Co7O24,Ba,,,Fe,Co,,O,4,133.030324873,-1.19331960808
Ba8Fe1Ni7O24,Ba,,,Fe,Ni,,O,4,217.25282394,-0.834980123706
Ba8Fe2Co6O24,Ba,,,Fe,Co,,O,4,120.413788935,-1.23584989346
Ba8Fe2Cu6O24,Ba,,,Fe,Cu,,O,4,237.521274841,-0.955955375706
Ba8Fe2Nb1Co5O24,Ba,,,Fe,Nb,Co,O,5,122.31135567,-1.42200361083
Ba8Fe2Ni6O24,Ba,,,Fe,Ni,,O,4,202.269808449,-0.919720049706
Ba8Fe4Co4O24,Ba,,,Fe,Co,,O,4,123.93596706,-1.29215521421
Ba8Fe4Cu4O24,Ba,,,Fe,Cu,,O,4,198.061859124,-1.09847328571
Ba8Fe4Ir4O24,Ba,,,Fe,Ir,,O,4,0,-1.41663567171
Ba8Fe4Mo4O24,Ba,,,Fe,Mo,,O,4,347.3831,-1.44292771371
Ba8Fe4Ni4O24,Ba,,,Fe,Ni,,O,4,174.060277466,-1.08744340171
Ba8Fe4Os4O24,Ba,,,Fe,Os,,O,4,0,-1.52134385021
Ba8Fe4Pd4O24,Ba,,,Fe,Pd,,O,4,41.601287871,-1.22404478571
Ba8Fe4Pt4O24,Ba,,,Fe,Pt,,O,4,9.79676616949,-1.30919419771
Ba8Fe4Re4O24,Ba,,,Fe,Re,,O,4,0.678470999999,-1.76222913921
Ba8Fe4Rh4O24,Ba,,,Fe,Rh,,O,4,7.48766193813,-1.37719912871
Ba8Fe4Ru4O24,Ba,,,Fe,Ru,,O,4,0,-1.51299853021
Ba8Fe4Tc4O24,Ba,,,Fe,Tc,,O,4,0,-1.71074235121
Ba8Fe6Co2O24,Ba,,,Fe,Co,,O,4,108.537383781,-1.35910778496
Ba8Fe6Cu2O24,Ba,,,Fe,Cu,,O,4,134.180693408,-1.26541294571
Ba8Fe6Ir2O24,Ba,,,Fe,Ir,,O,4,0,-1.44580526371
Ba8Fe6Mo2O24,Ba,,,Fe,Mo,,O,4,179.258723131,-1.50189465971
Ba8Fe6Ni2O24,Ba,,,Fe,Ni,,O,4,137.479652578,-1.24459825371
Ba8Fe6Os2O24,Ba,,,Fe,Os,,O,4,29.459108777,-1.53805210296
Ba8Fe6Pd2O24,Ba,,,Fe,Pd,,O,4,69.2869613885,-1.31839569571
Ba8Fe6Pt2O24,Ba,,,Fe,Pt,,O,4,49.3432856618,-1.36621265171
Ba8Fe6Re2O24,Ba,,,Fe,Re,,O,4,5.90096116518,-1.68987837246
Ba8Fe6Rh2O24,Ba,,,Fe,Rh,,O,4,36.5282198147,-1.40714124221
Ba8Fe6Ru2O24,Ba,,,Fe,Ru,,O,4,12.9458568039,-1.49002969296
Ba8Fe6Tc2O24,Ba,,,Fe,Tc,,O,4,0,-1.63607710346
Ba8Fe7Co1O24,Ba,,,Fe,Co,,O,4,91.4620807359,-1.39368657033
Ba8Fe7Cu1O24,Ba,,,Fe,Cu,,O,4,103.801110549,-1.34732177571
Ba8Fe7Ir1O24,Ba,,,Fe,Ir,,O,4,32.0094037039,-1.44128718471
Ba8Fe7Mo1O24,Ba,,,Fe,Mo,,O,4,127.681884176,-1.46452488271
Ba8Fe7Ni1O24,Ba,,,Fe,Ni,,O,4,114.754340135,-1.32761067971
Ba8Fe7Os1O24,Ba,,,Fe,Os,,O,4,34.7342257044,-1.50251222933
Ba8Fe7Pd1O24,Ba,,,Fe,Pd,,O,4,75.8782445399,-1.36928915071
Ba8Fe7Pt1O24,Ba,,,Fe,Pt,,O,4,63.6890316765,-1.39541500371
Ba8Fe7Re1O24,Ba,,,Fe,Re,,O,4,30.403271269,-1.57333936408
Ba8Fe7Rh1O24,Ba,,,Fe,Rh,,O,4,56.1529987529,-1.41700779896
Ba8Fe7Ru1O24,Ba,,,Fe,Ru,,O,4,36.3631922476,-1.46645064933
Ba8Fe7Tc1O24,Ba,,,Fe,Tc,,O,4,0,-1.54582010458
Ba8Fe8O24,Ba,,,Fe,,,O,3,77.2912776912,-1.42536085571
Ba8Ga1Fe7O24,Ba,,,Ga,Fe,,O,4,102.036436282,-1.43709934758
Ba8Ga2Fe6O24,Ba,,,Ga,Fe,,O,4,128.364344873,-1.44725508946
Ba8Ga4Fe4O24,Ba,,,Ga,Fe,,O,4,182.740912055,-1.46584582321
Ba8Ga6Fe2O24,Ba,,,Ga,Fe,,O,4,238.334229236,-1.48321980696
Ba8Ga8O24,Ba,,,Ga,,,O,3,278.307781849,-1.51328954071
Ba8Hf1Fe7O24,Ba,,,Hf,Fe,,O,4,73.4978297298,-1.61823071958
Ba8Hf1Zr6Fe1O24,Ba,,,Hf,Zr,Fe,O,5,0,-2.73782464758
Ba8Hf2Fe6O24,Ba,,,Hf,Fe,,O,4,71.4456317684,-1.80935933346
Ba8Hf2Zr5Fe1O24,Ba,,,Hf,Zr,Fe,O,5,0,-2.74807852346
Ba8Hf4Co4O24,Ba,,,Hf,Co,,O,4,131.350152405,-2.02449966971
Ba8Hf4Fe4O24,Ba,,,Hf,Fe,,O,4,63.0457358456,-2.19591206121
Ba8Hf4Ni4O24,Ba,,,Hf,Ni,,O,4,177.441803716,-1.83897135721
Ba8Hf4Zr3Fe1O24,Ba,,,Hf,Zr,Fe,O,5,1.1676399614,-2.76942052521
Ba8Hf6Co2O24,Ba,,,Hf,Co,,O,4,70.2166732026,-2.51533996821
Ba8Hf6Fe2O24,Ba,,,Hf,Fe,,O,4,38.7490899228,-2.59836153896
Ba8Hf6Ni2O24,Ba,,,Hf,Ni,,O,4,96.8586983579,-2.42045018696
Ba8Hf7Co1O24,Ba,,,Hf,Co,,O,4,45.7531836013,-2.75465686746
Ba8Hf7Fe1O24,Ba,,,Hf,Fe,,O,4,23.5011419614,-2.80268590283
Ba8Hf7Ni1O24,Ba,,,Hf,Ni,,O,4,51.8644461789,-2.71442172683
Ba8Hf8O24,Ba,,,Hf,,,O,3,8.216444,-3.00704701671
Ba8Ir8O24,Ba,,,Ir,,,O,3,163.297864937,-1.07729998771
Ba8Mn1Co7O24,Ba,,,Mn,Co,,O,4,129.601532228,-1.21678508312
Ba8Mn1Fe7O24,Ba,,,Mn,Fe,,O,4,83.5686241725,-1.44524533074
Ba8Mn1Ni7O24,Ba,,,Mn,Ni,,O,4,265.270592068,-0.81037059874
Ba8Mn2Co6O24,Ba,,,Mn,Co,,O,4,142.333953646,-1.25400309352
Ba8Mn2Fe6O24,Ba,,,Mn,Fe,,O,4,90.6089706538,-1.46436680577
Ba8Mn2Zr1Fe5O24,Ba,,,Mn,Zr,Fe,O,5,0,-1.97596454377
Ba8Mn4Co4O24,Ba,,,Mn,Co,,O,4,155.663046482,-1.34057486434
Ba8Mn4Fe4O24,Ba,,,Mn,Fe,,O,4,100.815663616,-1.50648375584
Ba8Mn4Ni4O24,Ba,,,Mn,Ni,,O,4,215.604849978,-1.13953180184
Ba8Mn6Co2O24,Ba,,,Mn,Co,,O,4,179.412889318,-1.41672588516
Ba8Mn6Ni2O24,Ba,,,Mn,Ni,,O,4,185.197855252,-1.35626910391
Ba8Mn7Co1O24,Ba,,,Mn,Co,,O,4,168.517826662,-1.47697039557
Ba8Mn7Fe1O24,Ba,,,Mn,Fe,,O,4,157.242981487,-1.51796618095
Ba8Mn7Ni1O24,Ba,,,Mn,Ni,,O,4,182.075420764,-1.43838525495
Ba8Mn8O24,Ba,,,Mn,,,O,3,159.403545859,-1.53423215598
Ba8Mo8O24,Ba,,,Mo,,,O,3,643.729766,-1.16417982171
Ba8Nb1Fe7O24,Ba,,,Nb,Fe,,O,4,69.4361417684,-1.59962703771
Ba8Nb2Fe6O24,Ba,,,Nb,Fe,,O,4,57.3220058456,-1.77815221971
Ba8Nb4Co4O24,Ba,,,Nb,Co,,O,4,37.9332462026,-1.97633569221
Ba8Nb4Fe4O24,Ba,,,Nb,Fe,,O,4,24.184234,-2.14411208371
Ba8Nb4Ni4O24,Ba,,,Nb,Ni,,O,4,70.3541023579,-1.80763962971
Ba8Nb6Fe2O24,Ba,,,Nb,Fe,,O,4,24.8926086667,-2.30853819771
Ba8Nb7Co1O24,Ba,,,Nb,Co,,O,4,45.073198625,-2.33448659433
Ba8Nb7Fe1O24,Ba,,,Nb,Fe,,O,4,25.66391325,-2.35389587971
Ba8Nb7Ni1O24,Ba,,,Nb,Ni,,O,4,74.7720530417,-2.30711670371
Ba8Nb8O24,Ba,,,Nb,,,O,3,7.667046,-2.39372956171
Ba8Ni4Co4O24,Ba,,,Ni,Co,,O,4,260.129737216,-0.936196260206
Ba8Ni6Co2O24,Ba,,,Ni,Co,,O,4,250.252038324,-0.839148978956
Ba8Ni7Co1O24,Ba,,,Ni,Co,,O,4,245.692438878,-0.790246088331
Ba8Ni8O24,Ba,,,Ni,,,O,3,271.319339431,-0.711156697706
Ba8Os8O24,Ba,,,Os,,,O,3,92.4561079091,-1.25892359471
Ba8Pd8O24,Ba,,,Pd,,,O,3,90.406833621,-0.924098965706
Ba8Pt8O24,Ba,,,Pt,,,O,3,156.627930263,-0.933456289706
Ba8Re8O24,Ba,,,Re,,,O,3,158.218632333,-1.57726817271
Ba8Rh8O24,Ba,,,Rh,,,O,3,114.525327049,-1.13941590171
Ba8Ru8O24,Ba,,,Ru,,,O,3,56.6738366667,-1.35747670471
Ba8Ta1Fe7O24,Ba,,,Ta,Fe,,O,4,54.2920320481,-1.62757321096
Ba8Ta2Fe6O24,Ba,,,Ta,Fe,,O,4,27.313536405,-1.83376481621
Ba8Ta4Co4O24,Ba,,,Ta,Co,,O,4,21.6105345,-2.08127488521
Ba8Ta4Fe4O24,Ba,,,Ta,Fe,,O,4,0,-2.25539602671
Ba8Ta4Ni4O24,Ba,,,Ta,Ni,,O,4,88.1834983579,-1.91742057271
Ba8Ta6Co2O24,Ba,,,Ta,Co,,O,4,58.9939170208,-2.40569741646
Ba8Ta6Fe2O24,Ba,,,Ta,Fe,,O,4,121.571007147,-2.35937023721
Ba8Ta6Ni2O24,Ba,,,Ta,Ni,,O,4,112.0035505,-2.35099913521
Ba8Ta7Co1O24,Ba,,,Ta,Co,,O,4,109.47390069,-2.43290555708
Ba8Ta7Fe1O24,Ba,,,Ta,Fe,,O,4,76.6050637187,-2.46331534246
Ba8Ta7Ni1O24,Ba,,,Ta,Ni,,O,4,127.239966608,-2.41864191646
Ba8Ta8O24,Ba,,,Ta,,,O,3,50.0993,-2.48271694771
Ba8Ti8O24,Ba,,,Ti,,,O,3,19.340972,-2.69987023504
Ba8V8O24,Ba,,,V,,,O,3,0,-2.16176035771
Ba8Y1Fe7O24,Ba,,,Y,Fe,,O,4,73.8023139057,-1.55471595896
Ba8Y2Fe6O24,Ba,,,Y,Fe,,O,4,63.1512971348,-1.69109856221
Ba8Y4Fe4O24,Ba,,,Y,Fe,,O,4,64.5049606079,-1.94107351871
Ba8Y8O24,Ba,,,Y,,,O,3,141.664751466,-2.33881143171
Ba8Zn1Fe7O24,Ba,,,Zn,Fe,,O,4,101.797990325,-1.38475439646
Ba8Zn2Fe6O24,Ba,,,Zn,Fe,,O,4,128.57645296,-1.34187618721
Ba8Zn4Fe4O24,Ba,,,Zn,Fe,,O,4,197.421378228,-1.24083176871
Ba8Zn6Fe2O24,Ba,,,Zn,Fe,,O,4,261.724803496,-1.14432885021
Ba8Zn8O24,Ba,,,Zn,,,O,3,357.160728765,-1.01669343171
Ba8Zr1Fe7O24,Ba,,,Zr,Fe,,O,4,64.6627457298,-1.60853284371
Ba8Zr2Fe6O24,Ba,,,Zr,Fe,,O,4,53.5777137684,-1.79016133171
Ba8Zr3Fe1Co4O24,Ba,,,Zr,Fe,Co,O,5,74.586104069,-1.84072517821
Ba8Zr3Fe1Cu4O24,Ba,,,Zr,Fe,Cu,O,5,149.611167272,-1.65914149971
Ba8Zr3Fe1Mo4O24,Ba,,,Zr,Fe,Mo,O,5,307.83053925,-1.89283817771
Ba8Zr3Fe1Ni4O24,Ba,,,Zr,Fe,Ni,O,5,140.134457153,-1.63170511571
Ba8Zr3Fe5O24,Ba,,,Zr,Fe,,O,4,40.029931807,-1.97425256971
Ba8Zr3Nb4Fe1O24,Ba,,,Zr,Nb,Fe,O,5,10.5881855,-2.54357279771
Ba8Zr3Ta4Fe1O24,Ba,,,Zr,Ta,Fe,O,5,29.91808225,-2.62821699071
Ba8Zr3Zn4Fe1O24,Ba,,,Zr,Zn,Fe,O,5,177.633032344,-1.77225048271
Ba8Zr4Co4O24,Ba,,,Zr,Co,,O,4,92.4493164052,-1.98926866621
Ba8Zr4Fe4O24,Ba,,,Zr,Fe,,O,4,26.8896498456,-2.15793630771
Ba8Zr4Ni4O24,Ba,,,Zr,Ni,,O,4,139.599683716,-1.80235185371
Ba8Zr5Fe1Co2O24,Ba,,,Zr,Fe,Co,O,5,56.4799568664,-2.25147222496
Ba8Zr5Fe1Cu2O24,Ba,,,Zr,Fe,Cu,O,5,78.0236106166,-2.17458088571
Ba8Zr5Fe1Mo2O24,Ba,,,Zr,Fe,Mo,O,5,130.86141575,-2.33457984971
Ba8Zr5Fe1Ni2O24,Ba,,,Zr,Fe,Ni,O,5,66.1459738193,-2.16952994371
Ba8Zr5Nb2Fe1O24,Ba,,,Zr,Nb,Fe,O,5,0,-2.66665640971
Ba8Zr5Ta2Fe1O24,Ba,,,Zr,Ta,Fe,O,5,0,-2.72482000621
Ba8Zr5Zn2Fe1O24,Ba,,,Zr,Zn,Fe,O,5,79.3342931526,-2.24383562721
Ba8Zr6Co2O24,Ba,,,Zr,Co,,O,4,28.9476692026,-2.44541121296
Ba8Zr6Fe1Co1O24,Ba,,,Zr,Fe,Co,O,5,19.4608832651,-2.48481174833
Ba8Zr6Fe1Cu1O24,Ba,,,Zr,Fe,Cu,O,5,29.163207289,-2.44536720371
Ba8Zr6Fe1Mo1O24,Ba,,,Zr,Fe,Mo,O,5,53.828979,-2.54399856071
Ba8Zr6Fe1Ni1O24,Ba,,,Zr,Fe,Ni,O,5,22.6412638903,-2.44342485771
Ba8Zr6Fe1W1O24,Ba,,,Zr,Fe,W,O,5,80.30888725,-2.53154007271
Ba8Zr6Fe2O24,Ba,,,Zr,Fe,,O,4,0,-2.53394628371
Ba8Zr6Nb1Fe1O24,Ba,,,Zr,Nb,Fe,O,5,0,-2.71917796571
Ba8Zr6Ni2O24,Ba,,,Zr,Ni,,O,4,50.4901918579,-2.35572918171
Ba8Zr6Ta1Fe1O24,Ba,,,Zr,Ta,Fe,O,5,0,-2.74822638896
Ba8Zr6Zn1Fe1O24,Ba,,,Zr,Zn,Fe,O,5,31.129048557,-2.47868407446
Ba8Zr7Co1O24,Ba,,,Zr,Co,,O,4,0,-2.67930648633
Ba8Zr7Fe1O24,Ba,,,Zr,Fe,,O,4,0,-2.72692127171
Ba8Zr7Ni1O24,Ba,,,Zr,Ni,,O,4,0,-2.63852134571
Ba8Zr8O24,Ba,,,Zr,,,O,3,0,-2.92152625971
Bi1Ba3Sr4Fe2Co6O24,Bi,Ba,Sr,Co,Fe,,O,6,125.292207611,-1.18830833846
Bi2Ba2Sr4Fe2Co6O24,Bi,Ba,Sr,Co,Fe,,O,6,126.881898834,-1.12355392046
Bi4Pr4Co8O24,Bi,Pr,,Co,,,O,4,69.4735155302,-1.20175699871
Bi4Sr4Fe2Co6O24,Bi,Sr,,Co,Fe,,O,5,170.388617304,-0.946845584456
Ca2La6Co8O24,Ca,La,,Co,,,O,4,50.0254523342,-1.69368405783
Ca2La6Cr8O24,Ca,La,,Cr,,,O,4,0,-2.29792536883
Ca2La6Fe8O24,Ca,La,,Fe,,,O,4,0,-2.03438384083
Ca2La6Ga8O24,Ca,La,,Ga,,,O,4,73.9741468307,-2.17354127583
Ca2La6Mn8O24,Ca,La,,Mn,,,O,4,32.789930692,-2.08698289111
Ca2La6Ni8O24,Ca,La,,Ni,,,O,4,178.001455145,-1.36548768283
Ca2La6Sc8O24,Ca,La,,Sc,,,O,4,30.4689790539,-3.02474626283
Ca2La6Ti8O24,Ca,La,,Ti,,,O,4,8.970625875,-2.85557872016
Ca2La6V8O24,Ca,La,,V,,,O,4,33.200068125,-2.38052809283
Ca2Pr6Co8O24,Ca,Pr,,Co,,,O,4,49.6917624592,-1.64076360921
Ca2Pr6Cr8O24,Ca,Pr,,Cr,,,O,4,13.8924376789,-2.16896417021
Ca2Pr6Fe8O24,Ca,Pr,,Fe,,,O,4,55.4728596164,-1.91887289221
Ca2Pr6Ga8O24,Ca,Pr,,Ga,,,O,4,132.773863413,-2.05586782721
Ca2Pr6Mn8O24,Ca,Pr,,Mn,,,O,4,33.273366692,-2.03820369248
Ca2Pr6Ni8O24,Ca,Pr,,Ni,,,O,4,169.71976527,-1.32051523421
Ca2Pr6Sc8O24,Ca,Pr,,Sc,,,O,4,81.0394981789,-2.92014056421
Ca2Pr6Ti8O24,Ca,Pr,,Ti,,,O,4,19.2994335,-2.77883127154
Ca2Pr6V8O24,Ca,Pr,,V,,,O,4,8.63070904687,-2.31240589421
Ca2Y6Co8O24,Ca,Y,,Co,,,O,4,62.3247673342,-1.71566039421
Ca2Y6Cr8O24,Ca,Y,,Cr,,,O,4,43.4643305539,-2.24283620521
Ca2Y6Fe8O24,Ca,Y,,Fe,,,O,4,45.6348093039,-1.98284617721
Ca2Y6Ga8O24,Ca,Y,,Ga,,,O,4,139.06215854,-2.12465011221
Ca2Y6Mn8O24,Ca,Y,,Mn,,,O,4,38.1925113587,-2.09836922748
Ca2Y6Ni8O24,Ca,Y,,Ni,,,O,4,123.849520145,-1.45391526921
Ca2Y6Sc8O24,Ca,Y,,Sc,,,O,4,84.8759223664,-2.98248609921
Ca2Y6Ti8O24,Ca,Y,,Ti,,,O,4,17.0003038125,-2.84638730654
Ca2Y6V8O24,Ca,Y,,V,,,O,4,0,-2.43962342921
Ca4Ba4Co4Ni4O24,Ca,Ba,,Co,Ni,,O,5,292.390663121,-0.945009039206
Ca4Ba4Co6Ni2O24,Ca,Ba,,Co,Ni,,O,5,235.409224918,-1.05204557046
Ca4Ba4Co7Ni1O24,Ca,Ba,,Co,Ni,,O,5,220.003380817,-1.09247896108
Ca4Ba4Fe1Co7O24,Ca,Ba,,Fe,Co,,O,5,196.074158571,-1.17381413708
Ca4Ba4Fe1Ni7O24,Ca,Ba,,Fe,Ni,,O,5,323.82263694,-0.826353902706
Ca4Ba4Fe2Co6O24,Ca,Ba,,Fe,Co,,O,5,186.026530427,-1.21624017246
Ca4Ba4Fe2Ni6O24,Ca,Ba,,Fe,Ni,,O,5,309.856621449,-0.910076828706
Ca4Ba4Mn1Co7O24,Ca,Ba,,Mn,Co,,O,5,189.952208134,-1.19750811212
Ca4Ba4Mn1Ni7O24,Ca,Ba,,Mn,Ni,,O,5,340.437655068,-0.83314712774
Ca4Ba4Mn2Co6O24,Ca,Ba,,Mn,Co,,O,5,189.824629552,-1.24758612252
Ca4Ba4Mn2Fe6O24,Ca,Ba,,Mn,Fe,,O,5,956.831955747,-0.666962334775
Ca4Ba4Mn2Ni6O24,Ca,Ba,,Mn,Ni,,O,5,318.399907705,-0.948350028775
Ca4Ba4Mn4Co4O24,Ca,Ba,,Mn,Co,,O,5,189.17625424,-1.34693339334
Ca4Ba4Mn4Ni4O24,Ca,Ba,,Mn,Ni,,O,5,274.756630645,-1.16124283084
Ca4Ba4Mn6Co2O24,Ca,Ba,,Mn,Co,,O,5,191.836673799,-1.43888041416
Ca4Ba4Mn6Fe2O24,Ca,Ba,,Mn,Fe,,O,5,178.58616751,-1.51688773491
Ca4Ba4Mn6Ni2O24,Ca,Ba,,Mn,Ni,,O,5,231.128112002,-1.34953388291
Ca4Ba4Mn7Co1O24,Ca,Ba,,Mn,Co,,O,5,196.409133579,-1.48161167457
Ca4Ba4Mn7Fe1O24,Ca,Ba,,Mn,Fe,,O,5,190.075255435,-1.52032395995
Ca4Ba4Mn7Ni1O24,Ca,Ba,,Mn,Ni,,O,5,210.33572768,-1.44265753395
Ca4Ba4Ni4Co4O24,Ca,Ba,,Ni,Co,,O,5,294.310413121,-0.943089289206
Ca4Ba4Ni6Co2O24,Ca,Ba,,Ni,Co,,O,5,357.145351324,-0.830199257956
Ca4Ba4Ni7Co1O24,Ca,Ba,,Ni,Co,,O,5,351.817501878,-0.782064617331
Ca4La4Co8O24,Ca,La,,Co,,,O,4,75.1559557631,-1.54684491546
Ca4La4Cr8O24,Ca,La,,Cr,,,O,4,0.203972666664,-2.15052197646
Ca4La4Fe8O24,Ca,La,,Fe,,,O,4,0.59343723286,-1.89483694846
Ca4La4Ga8O24,Ca,La,,Ga,,,O,4,139.370003947,-1.99119888346
Ca4La4Mn8O24,Ca,La,,Mn,,,O,4,38.146165692,-1.96334774873
Ca4La4Ni8O24,Ca,La,,Ni,,,O,4,232.209208574,-1.18957129046
Ca4La4Sc8O24,Ca,La,,Sc,,,O,4,87.3607131079,-2.83926262046
Ca4La4Ti8O24,Ca,La,,Ti,,,O,4,0,-2.84502182779
Ca4La4V8O24,Ca,La,,V,,,O,4,21.88033825,-2.30622995046
Ca4Pr4Co8O24,Ca,Pr,,Co,,,O,4,73.1341625131,-1.51336394971
Ca4Pr4Cr8O24,Ca,Pr,,Cr,,,O,4,51.4231023579,-2.05055151071
Ca4Pr4Fe8O24,Ca,Pr,,Fe,,,O,4,72.0108022329,-1.79008998271
Ca4Pr4Ga8O24,Ca,Pr,,Ga,,,O,4,204.099993472,-1.88589866771
Ca4Pr4Mn8O24,Ca,Pr,,Mn,,,O,4,37.033060192,-1.93119853298
Ca4Pr4Ni8O24,Ca,Pr,,Ni,,,O,4,224.402165324,-1.16187557471
Ca4Pr4Sc8O24,Ca,Pr,,Sc,,,O,4,141.373725858,-2.74922615471
Ca4Pr4Ti8O24,Ca,Pr,,Ti,,,O,4,21.819592,-2.79328636204
Ca4Pr4V8O24,Ca,Pr,,V,,,O,4,21.1232453125,-2.25603998471
Ca4Sr4Co4Ni4O24,Ca,Sr,,Co,Ni,,O,5,244.800345074,-1.00661440221
Ca4Sr4Co6Ni2O24,Ca,Sr,,Co,Ni,,O,5,213.365656871,-1.08810418346
Ca4Sr4Co7Ni1O24,Ca,Sr,,Co,Ni,,O,5,179.65931277,-1.14683807408
Ca4Sr4Fe1Co7O24,Ca,Sr,,Fe,Co,,O,5,141.453455481,-1.24322850008
Ca4Sr4Fe1Ni7O24,Ca,Sr,,Fe,Ni,,O,5,313.927543003,-0.884089515706
Ca4Sr4Fe2Co6O24,Ca,Sr,,Fe,Co,,O,5,142.826192293,-1.27501278546
